PERMNO,date,PRC,VOL,CFACPR,OPENPRC,NUMTRD
66181,2007/12/03,28.49000,12101600,1,28.62000,
66181,2007/12/04,28.79000,16886500,1,28.38000,
66181,2007/12/05,28.97000,12545600,1,29.05000,
66181,2007/12/06,29.49000,11632700,1,28.84000,
66181,2007/12/07,29.49000,10064200,1,29.66000,
66181,2007/12/10,29.59000,11895700,1,29.20000,
66181,2007/12/11,28.40000,19390200,1,29.58000,
66181,2007/12/12,28.49000,20141500,1,29.00000,
66181,2007/12/13,27.64000,20291700,1,28.31000,
66181,2007/12/14,26.63000,21681200,1,27.31000,
66181,2007/12/17,25.94000,25192500,1,26.50000,
66181,2007/12/18,26.47000,22441700,1,26.14000,
66181,2007/12/19,26.24000,17917000,1,26.43000,
66181,2007/12/20,26.27000,16008700,1,26.20000,
66181,2007/12/21,26.66000,24556700,1,26.36000,
66181,2007/12/24,27.01000,7199300,1,26.61000,
66181,2007/12/26,26.99000,15081100,1,27.00000,
66181,2007/12/27,26.77000,13365700,1,26.98000,
66181,2007/12/28,26.68000,13743300,1,26.74000,
66181,2007/12/31,26.94000,16691700,1,26.51000,
66181,2008/01/02,26.11000,16561100,1,27.13000,
66181,2008/01/03,25.82000,14636100,1,26.24000,
66181,2008/01/04,24.96000,19772100,1,25.56000,
66181,2008/01/07,25.37000,20682300,1,25.06000,
66181,2008/01/08,24.74000,15488800,1,25.55000,
66181,2008/01/09,24.73000,25468800,1,24.75000,
66181,2008/01/10,25.28000,16098800,1,24.51000,
66181,2008/01/11,24.71000,17627200,1,25.10000,
66181,2008/01/14,25.39000,15513500,1,25.10000,
66181,2008/01/15,25.37000,20305700,1,25.05000,
66181,2008/01/16,26.34000,27356600,1,25.30000,
66181,2008/01/17,26.25000,20633700,1,26.37000,
66181,2008/01/18,26.28000,25818700,1,26.46000,
66181,2008/01/22,28.20000,45153300,1,24.96000,
66181,2008/01/23,29.95000,41347300,1,27.70000,
66181,2008/01/24,29.56000,26775300,1,29.60000,
66181,2008/01/25,28.53000,22483500,1,29.61000,
66181,2008/01/28,29.14000,17079700,1,28.51000,
66181,2008/01/29,29.71000,19526100,1,29.37000,
66181,2008/01/30,29.38000,21216400,1,29.05000,
66181,2008/01/31,30.64000,33240200,1,28.98000,
66181,2008/02/01,30.45000,17199800,1,30.30000,
66181,2008/02/04,29.35000,16497200,1,30.45000,
66181,2008/02/05,27.99000,21585500,1,28.89000,
66181,2008/02/06,27.65000,23845800,1,28.24000,
66181,2008/02/07,28.40000,20959000,1,27.55000,
66181,2008/02/08,27.97000,15908000,1,28.30000,
66181,2008/02/11,28.69000,13946800,1,28.02000,
66181,2008/02/12,28.38000,17805500,1,28.81000,
66181,2008/02/13,28.34000,12399200,1,28.54000,
66181,2008/02/14,27.51000,16340000,1,28.29000,
66181,2008/02/15,27.52000,15780400,1,27.67000,
66181,2008/02/19,27.31000,15006300,1,27.88000,
66181,2008/02/20,27.72000,13649500,1,27.03000,
66181,2008/02/21,27.39000,13051000,1,27.76000,
66181,2008/02/22,27.77000,13601200,1,27.45000,
66181,2008/02/25,28.82000,20912600,1,27.28000,
66181,2008/02/26,28.83000,30639200,1,28.22000,
66181,2008/02/27,28.91000,17330300,1,28.55000,
66181,2008/02/28,27.71000,18087500,1,28.64000,
66181,2008/02/29,26.55000,21898800,1,27.52000,
66181,2008/03/03,27.09000,19162200,1,26.50000,
66181,2008/03/04,26.87000,15672400,1,26.79000,
66181,2008/03/05,26.76000,18342200,1,27.00000,
66181,2008/03/06,25.76000,14345700,1,26.68000,
66181,2008/03/07,25.88000,15410100,1,25.48000,
66181,2008/03/10,25.00000,17189800,1,25.95000,
66181,2008/03/11,26.20000,22121800,1,25.85000,
66181,2008/03/12,26.13000,20011200,1,26.21000,
66181,2008/03/13,26.48000,20243200,1,26.05000,
66181,2008/03/14,25.75000,21473700,1,26.75000,
66181,2008/03/17,25.70000,21915400,1,25.11000,
66181,2008/03/18,27.19000,21429800,1,26.19000,
66181,2008/03/19,26.84000,23267000,1,27.14000,
66181,2008/03/20,28.06000,22243000,1,26.97000,
66181,2008/03/24,29.26000,25245700,1,28.13000,
66181,2008/03/25,28.76000,18463800,1,29.17000,
66181,2008/03/26,28.16000,14795600,1,28.55000,
66181,2008/03/27,27.79000,13212700,1,28.17000,
66181,2008/03/28,27.38000,15818800,1,27.60000,
66181,2008/03/31,27.97000,15593400,1,27.39000,
66181,2008/04/01,29.49000,20263900,1,28.20000,
66181,2008/04/02,29.16000,16091200,1,29.45000,
66181,2008/04/03,29.22000,11648400,1,29.02000,
66181,2008/04/04,28.79000,13520500,1,29.01000,
66181,2008/04/07,28.50000,10883900,1,28.95000,
66181,2008/04/08,28.18000,11547300,1,28.20000,
66181,2008/04/09,27.67000,13431800,1,28.15000,
66181,2008/04/10,28.38000,19890600,1,27.62000,
66181,2008/04/11,28.17000,12689000,1,27.99000,
66181,2008/04/14,27.91000,8104400,1,28.11000,
66181,2008/04/15,27.93000,9872100,1,28.10000,
66181,2008/04/16,28.02000,12138000,1,28.05000,
